subject;questionType;id;completed;question;answers/0;answers/1;answers/2;answers/3;answers/4;answers/5;answers/6;answers/7;answers/8;answers/9;answers/10;answers/11;answers/12;answers/13;answers/14;answers/15;answers/16;answers/17;answers/18;answers/19;correct/0;correct/1;correct/2;correct/3;correct/4;correct/5;correct/6;correct/7;correct/8;correct/9;correct/10;correct/11;correct/12;correct/13;correct/14;correct/15;correct/16;correct/17;correct/18;correct/19;title/0;title/1;title/2;title/3;title/4;title/5;title/6;title/7;title/8;title/9;;;;;;;;;;;;;;;;;;;;;;;;;;
Wirtschaftsinformatik;DD;1388;false;Ordne die Aussagen den Arten der Programmierung zu.;Konzepte für Unterroutinen;Nur Funktionen als Anweisungen;Beschreibung von Aussagen;Vererbung und Polymorphie;;;;;;;;;;;;;;;;;1;3;4;2;;;;;;;;;;;;;;;;;Strukturierte Programmierung;Objektorientierte Programmierung;Funktionale Programmierung;Logische Programmierung;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Wirtschaftsinformatik;MC;1389;false;Markiere die wahren Aussagen.;Die Programmiersprachen Prolog und CLP gehören zur logischen Programmierung.;Die Programmiersprache LISP gehört zur strukturierten Programmierung.;Die objektorientierte Programmierung beschäftigt sich mit Objekten und Klassen, sowie mit der Datenkapselung.;Unter einem Programmierparadigma versteht man die Sichtweise und den Umgang mit den zu verarbeitenden Daten und Operationen.;;;;;;;;;;;;;;;;;1;0;1;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Wirtschaftsinformatik;DD;1390;false;Ordne die Vorteile dem Interpreter oder dem Compiler zu.;Benötigt weniger Speicherplatz;Einzelne Anweisungen sofort testen;Globale Fehlersuche;Teilergebnisse sind sichtbar;Unterstützung durch Entwicklungsumgebung;Einfache Fehlersuche;;;;;;;;;;;;;;;1;2;1;2;1;2;;;;;;;;;;;;;;;Compiler;Interpreter;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Wirtschaftsinformatik;DD;1391;false;Ordne die Nachteile dem Interpreter oder dem Compiler zu.;Mehrstufig;Lokale Fehlersuche;Langsamer;Kein ausführbares Zielprogramm in Maschinensprache;Bei jedem Übersetzungsvorgang muss das gesamte Programm übersetzt werden.;Fehlersuche aufwändiger;;;;;;;;;;;;;;;1;2;2;2;1;1;;;;;;;;;;;;;;;Compiler;Interpreter;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Wirtschaftsinformatik;DD;1392;false;Ordne die Begriffe den verschiedenen Datenformen zu.;Personalnummer;Name;Einzahlungen;Lagerbestände;Abbuchungen;Kontobestände;;;;;;;;;;;;;;;1;1;3;2;3;2;;;;;;;;;;;;;;;Stammdaten;Bestandsdaten;Bewegungsdaten;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Wirtschaftsinformatik;MC;1393;false;Welche der folgenden Aussagen sind wahr?;OLTP ist eine Abkürzung für Online Transaction Processing.;Auskunfts- und Reservierungssysteme sowie Kontoabfragen sind Beispiele für OLTP.;Bei OLTP werden die Daten nicht direkt nach der Eingabe aktualisiert und stehen auch nicht allen betroffenen Abteilungen zur gleichen Zeit zur Verfügung.;OLTP verfolgt den Ansatz der Echtzeitbuchung, d. h. es können mehrere Nutzer gleichzeitig im Dialogbetrieb auf dem gleichen Datenbestand arbeiten.;Ein ERP-System besteht aus 3 Systemlandschaften: Entwicklungssystem, Testsystem, Produktivsystem.;;;;;;;;;;;;;;;;1;1;0;1;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Wirtschaftsinformatik;MC;1394;false;Aus welchen funktionsbezogenen Modulen besteht ein ERP System?;Externes Rechnungswesen;IT- Dienstleistungen;Personal;Vertrieb;Beschaffung;Controlling;;;;;;;;;;;;;;;1;0;0;1;1;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Wirtschaftsinformatik;DD;1395;false;Ordne die Vorteile der Individualsoftware oder der Standardsoftware zu.;Maßgeschneiderte Lösung;Keine Anpassung der Organisation erforderlich;Geringer Anschaffungspreis;Hohe Funktionalität;Wettbewerbsvorteile;Unabhängigkeit von Softwarelieferanten;Know-how Transfer durch den Hersteller;Branchenneutralität und Individualität durch Customizing;;;;;;;;;;;;;1;1;2;2;1;1;2;2;;;;;;;;;;;;;Individualsoftware;Standardsoftware;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Wirtschaftsinformatik;MC;1396;false;Welche der folgenden Aussagen sind wahr?;Um eine Software einzuführen gibt es zwei Strategien: die Big Bang Strategie und die Rollout Strategie.;Die Big Bang Strategie beschreibt die vollständige Ablösung des Altsystems zum Stichtag.;;Unter einem Big Bang versteht man die schrittweise, prozessorientiere Einführung einer Software.;Die Rollout Strategie beschreibt die sukzessive Ablösung durch die Umstellung einzelner vollständiger Prozessketten.;;;;;;;;;;;;;;;;1;1;0;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Wirtschaftsinformatik;TL;1397;false;Ordne den Begriffen jeweils ihre passende Übersetzung zu.;Business Process;Binding;Business Informatics;Norms;Source Code;Operarional Information Systems;Object-oriented Programming;Requirement Analysis;Master Data;Programming Language;;;;;;;;;;;4;2;5;8;6;10;7;9;3;1;;;;;;;;;;;Programmiersprache;Verbindlich;Stammdaten;Geschäftsprozess;Wirtschaftsinformatik;Quellcode;Objektorientierte Programmierung;Normen;Anforderungsanalyse;Betriebliche Informationssysteme;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
